,id_i,id_j,dist_m,n_overlap,frac_bad,corr,gamma_vario
2508,4150,16052,24319.350257033406,19,0.6842105263157895,0.24870938691190297,8.990063335180055
2509,4150,16054,22945.589135815088,19,0.631578947368421,0.17793760544029177,8.035012077562326
2510,4150,16051,21764.402393469994,19,0.631578947368421,0.18466611787166456,9.75067301939058
2511,4150,3000,20361.05695067478,19,0.6842105263157895,0.3400463577607624,6.044845385041551
2512,4150,16033,53709.91819000326,19,0.631578947368421,0.18586751567192003,29.8925324764543
2513,4150,16031,52970.01506817495,19,0.5789473684210527,0.1589842758596263,18.63493726315789
2514,4150,16046,50336.80289374363,19,0.631578947368421,0.19653521133246016,75.31179647645428
2515,4150,16036,50970.41839898793,19,0.631578947368421,0.13124147444179365,20.073233019390585
2516,4150,16047,48432.52800342313,19,0.631578947368421,0.15891282016211578,36.84953759556787
2517,4150,16034,52433.983883641515,19,0.631578947368421,0.06396294765575165,30.498732675900282
2518,4150,16050,22340.580136973684,19,0.631578947368421,0.18516940450238062,11.98389167867036
2519,3740,7020,20086.716645754183,19,0.631578947368421,0.5181770647777867,2.1846082659279777
2520,3740,3760,12249.10682804188,19,0.6842105263157895,0.732266974082094,6.739688066481995
2521,3740,3690,5942.65500961811,19,0.6842105263157895,0.7552355250854632,1.3782476232686982
2522,3740,16023,46163.52920282943,19,0.631578947368421,0.16659278261937605,167.9775033795014
2523,3740,16024,44961.57296459158,19,0.6842105263157895,0.1615860829057586,84.77080713573407
2524,3740,16021,43843.7084229199,19,0.6842105263157895,0.16478160542579903,115.9100532299169
2525,3740,16022,43166.69449464414,19,0.631578947368421,0.17308150870369907,92.43123324099723
2526,3740,16026,43791.64060388549,19,0.631578947368421,0.15338922957027615,128.2370770969529
2527,3740,16020,41081.270256976626,19,0.631578947368421,0.16331031873012197,92.81153808310249
2528,3740,16019,38648.89438744289,19,0.6842105263157895,0.14587600852780444,53.39994681440445
2529,3740,16053,29841.82866963294,19,0.6842105263157895,0.16723420825522328,14.374379257617722
2530,3740,16052,27873.28346950333,19,0.631578947368421,0.18078770042786843,7.957807335180055
2531,3740,16054,26428.463386738218,19,0.631578947368421,0.15672936695742654,6.2421463933518
2532,3740,16051,24325.26022801159,19,0.631578947368421,0.16232013963147315,8.120795124653739
2533,3740,3000,21919.898127931487,19,0.6842105263157895,0.2859966665086361,4.795272332409972
2534,3740,2900,20056.87713186731,19,0.6842105263157895,0.31069455484981284,3.997489994459835
2535,3740,1010,15837.578015246201,19,0.6842105263157895,0.5726506844739389,3.013844387811634
2536,3740,16032,53448.14287149036,19,0.6842105263157895,0.17369398447241255,167.40847583379502
2537,3740,16033,57376.14260533922,19,0.5789473684210527,0.11835565703110427,29.946861739612192
2538,3740,16031,55972.54039531509,19,0.5789473684210527,0.09230915323684565,17.92865684210526
2539,3740,16046,53624.66346847407,19,0.631578947368421,0.14982153006110588,76.39838173961218
