id,Latitude,Longitude,g1,d1_m,b1_deg,w1,g2,d2_m,b2_deg,w2,g3,d3_m,b3_deg,w3,g4,d4_m,b4_deg,w4,sum_w
73.0,38.848867,-94.848632,16068,4722.633062031275,325.08583950257395,-0.027907749925219036,16032,4970.964627903432,145.43218671804618,-0.013130124409441812,16085,5215.39480465691,236.25243122457292,0.4198353208011229,16067,3532.1461906692766,54.51884059734658,0.621202553533538,1.0
74.0,38.848867,-94.844465,16067,3245.0584300744763,50.8207980719954,0.6636454185208208,16032,4775.4813574945765,149.0023475619355,-0.005070244470147472,16085,5519.092455490906,238.3365804120535,0.3884567529327697,16073,6665.454059783995,325.48291648335555,-0.04703192698344294,1.0
75.0,38.848867,-94.840298,16032,4600.05732419114,152.86068790564684,0.15859909318015888,16085,5829.318403588883,240.20128991641,0.3459917242532267,16007,5198.603630829595,64.47526188538848,0.38755894098624505,16071,7951.763898702545,333.2530797590386,0.1078502415803693,1.0
76.0,38.848867,-94.836131,16086,1739.8007488015205,336.5422811357676,0.8427442211550473,16032,4447.067000336506,157.00434898542926,0.3313384535788625,16085,6145.084012088284,241.87611998011667,-0.0780639514113912,16007,4875.441706852732,62.65029922556164,-0.0960187233225185,1.0000000000000002
77.0,38.848867,-94.831964,16086,1912.311675517152,326.5762674458819,-0.3780674446312507,16032,4318.895085271012,161.41819739848154,-0.3684430985646099,16085,6465.577694218448,243.386223162038,0.5844745994531073,16018,3096.081509364149,77.32772055711689,1.1620359437427532,1.0
78.0,38.848867,-94.827797,16086,2132.4517048675425,318.4593671822328,-0.5378529360445464,16018,2745.1529498606974,75.67801279871861,1.3416072718463847,16032,4217.804754189597,166.0724080732806,-0.4327839158745298,16085,6790.129988084341,244.7529657472712,0.6290295800726915,1.0
79.0,38.848867,-94.82363,16067,2169.721865305104,19.14718463694072,0.5747433787117243,16086,2387.0797287691994,311.96493593679105,0.08481656680358977,16032,4145.777546846151,170.92136820566566,0.27503758783475224,16085,7118.185759869703,245.9945021699786,0.06540246664993352,0.9999999999999998
80.0,38.848867,-94.819463,16067,2079.4857515007484,9.71464437892945,0.6911830736305865,16032,4104.343836625151,175.90467155258204,0.3887120047309484,16085,7449.282158788342,247.1262815223792,-0.012591324426609353,16037,6976.609374133057,106.99780371427944,-0.0673037539349256,0.9999999999999999
81.0,38.848867,-94.815296,16067,2049.682682878285,359.72410533755,0.6851951691766723,16032,4094.43250391312,180.9506111115465,0.3866224220615232,16085,7783.031141705427,248.16148218599832,-0.036140106912881255,16037,6632.356252804123,107.91184698655178,-0.03567748432531431,1.0
82.0,38.848867,-94.811129,16086,3273.050236452036,299.1941850522365,69.72023262829752,16032,4116.271257786094,185.981895479041,-46.935807664615346,16037,6289.970214974373,108.92553821309104,59.62501466898679,16007,3115.170167672125,44.04971945925354,-81.40943963266896,1.0000000000000142
