,ID,Latitude,Longitude,NAD83_15N_Lat,NAD83_15N_Long
39,16086,38.86322,-94.84413,4303214.09253646,340000.62055261177
40,16068,38.88369,-94.87986,4305549.123215877,336947.19398159126
41,16073,38.89825,-94.88811,4307179.796357732,336265.0056612823
42,16071,38.91272,-94.88166,4308774.146859628,336857.5208544905
43,16069,38.91261,-94.88816000000001,4308773.589514679,336293.6658236072
44,16070,38.95602,-94.91527,4313640.387165257,334044.24730826286
45,16072,38.9563,-94.92339,4313686.287831431,333341.2597700857
46,16074,38.9805,-94.92586,4316376.615833189,333184.01703177445
47,16037,38.8305,-94.74244,4299409.515196105,348754.70477611956
48,16038,38.825997,-94.723859,4298879.17638488,350358.2272693608
49,16039,38.82172,-94.70511,4298373.977258406,351977.00408554694
50,3640,39.3111325,-94.6431917,4352591.37804001,358334.52669129055
51,2610,39.3049047,-94.49212720000001,4351674.367406644,371347.55273250653
52,3960,39.1949229,-94.5482673,4339549.521504448,366298.13270881213
53,3720,39.2599746,-94.5650796,4346794.141425205,364970.9677754583
54,3860,39.1898864,-94.6100294,4339083.478325941,360954.40828357765
55,16018,38.85497,-94.79708,4302217.083684561,344065.01433784945
56,16007,38.869,-94.786111,4303755.454928844,345047.34075597185
57,16014,38.894166,-94.760833,4306505.765240834,347294.3586817754
58,16028,38.92711,-94.73672,4310121.807642109,349455.2909815755
59,16017,38.935619,-94.720149,4311038.902533485,350909.63384584023
60,16016,38.932378,-94.71416,4310669.4348745905,351421.98648033093
61,16015,38.93108,-94.6985,4310499.971178427,352776.74679412064
62,16098,38.936525,-94.68636900000001,4311084.733063249,353839.4873821668
63,16013,38.94058,-94.67105,4311510.300437187,355175.54315844877
64,16011,38.938758,-94.65815,4311287.67349074,356289.93166734744
65,16006,38.9745,-94.68427,4315295.848734614,354099.3362285692
66,16096,38.971621,-94.660111,4314937.906145826,356186.42090280354
67,16029,38.93144,-94.6465,4310457.218426175,357285.0128187493
68,16010,38.949438,-94.638516,4312442.1581252115,358012.9995818937
69,16008,38.93133,-94.62972,4310418.871413776,358739.3317266903
70,16095,38.97147,-94.61427,4314849.757234726,360157.50399655226
71,2790,38.9629807,-94.6034873,4313891.115893938,361075.063687828
72,1720,38.941991,-94.6048471,4311563.766598085,360916.215200614
73,16105,38.920804,-94.705142,4309370.288861301,352179.6617067078
74,16083,38.84041,-95.01555,4300997.0388422515,325070.82493016846
75,16080,38.85505,-95.00536,4302602.355361279,325990.976171241
76,16076,38.85591,-94.93408,4302564.340436252,332178.6182296333
77,16077,38.86941,-94.9705,4304130.191444713,329050.5099779292
78,16082,38.8897,-95.03775,4306510.182692857,323266.05111570563
79,16078,38.89877,-94.97683,4307400.529403727,328571.9102022054
80,16081,38.94852,-94.99333,4312953.123646584,327261.6667449729
81,16079,38.95663,-94.97377,4313816.298571733,328976.34429884225
82,2730,38.9728024,-94.4741882,4314791.862407563,372295.62730610225
83,2720,38.9615492,-94.4748451,4313543.923632881,372218.49862199754
84,2890,38.9952661,-94.4462607,4317246.05447509,374754.6065846713
85,2740,38.9595075,-94.44658740000001,4313278.082281236,374663.2766615992
86,2840,38.9644561,-94.426925,4313800.398265159,376375.5637851313
87,4200,39.3209048,-94.7017883,4353769.430859109,353302.82862823363
88,4000,39.2278,-94.46830000000001,4343083.389819325,373263.21524606337
89,3920,39.2,-94.4922,4340031.782170719,371149.3729992419
90,16067,38.8673,-94.81541,4303616.940763516,342501.5953311048
91,16055,38.92727,-94.805797,4310255.920076457,343467.40340607095
92,16066,38.94211,-94.84869,4311977.430456494,339782.4290095854
93,16057,38.96722,-94.81494,4314705.386930053,342763.11556693015
94,16061,38.97394,-94.82133,4315462.240302683,342224.39548367704
95,16075,38.99302,-94.85355,4317636.117710174,339476.1939452266
96,16065,39.0285,-94.85152,4321570.231812987,339732.1376075797
97,16064,39.00572,-94.72908,4318833.44287605,350283.21333483106
98,16062,38.98566,-94.74988,4316641.573737755,348439.2763498038
99,16059,38.99808,-94.761,4318038.541188764,347502.75164589274
100,16060,38.9988,-94.79116,4318169.416523856,344892.38249153394
101,16058,39.00941,-94.8165,4319390.437188749,342721.3857512575
102,16063,39.015,-94.82555,4320026.5153007675,341950.19841117214
103,3700,39.2257465,-94.5205938,4342929.960652351,368745.42247997224
104,2620,39.297955,-94.4547821,4350850.595094468,374555.21107407636
105,2600,39.2970395,-94.5716612,4350917.620363287,364474.5600026054
106,2650,39.1707025,-94.5333901,4336839.636414242,367537.4660125354
107,3980,39.236564,-94.468444,4344056.245277531,373266.5550479369
108,2630,39.267347,-94.4773096,4347485.089400023,372557.1276083427
109,2640,39.1809122,-94.5593524,4338010.982104987,365314.0753116794
110,16030,38.85477,-94.69391,4302023.728877566,353017.3767465066
111,16043,38.85041,-94.66797,4301498.421538035,355259.52085154585
112,16042,38.846111,-94.649,4300991.4265660625,356897.1527983027
113,16044,38.85216,-94.63033,4301633.639522199,358529.44513465534
114,16045,38.85897,-94.61172,4302360.727979048,360157.7457013964
115,3820,39.2173556,-94.6016381,4342119.275382121,361733.0180496975
116,3800,39.2171598,-94.6187435,4342123.79163425,360255.86737115704
117,4150,39.2397496,-94.6637126,4344701.251035443,356419.57500726206
118,3740,39.2480624,-94.554122,4345455.7860381575,365893.6974383589
119,3900,39.1817751,-94.6011238,4338169.635134961,361707.6568642523
120,3680,39.2139353,-94.5160203,4341612.499140712,369118.2804354874
121,3880,39.2117351,-94.6406849,4341555.810463591,358350.6864512842
122,7020,39.0840883,-94.6524518,4327407.601905019,357076.7118365137
123,7000,39.075596,-94.657436,4326472.960487511,356628.402986799
124,7060,39.141502,-94.691359,4333841.488261868,353830.0601718353
125,7030,39.15638,-94.8225,4335712.1876814915,342529.0610587027
126,7080,39.115592,-94.85181600000001,4331236.614450477,339903.489970132
127,7050,39.091082,-94.75578100000001,4328351.431542319,348154.0374223527
128,3940,39.1981,-94.5297,4339874.900184441,367907.5556782276
129,3760,39.1737536,-94.4492503,4337058.723416116,374811.6544581195
130,3660,39.3061169,-94.6487459,4352043.433787336,357845.5022669807
131,3690,39.2940006,-94.5894925,4350607.219780508,362930.948889881
132,16025,38.88336,-94.74213,4305275.372022422,348893.55641254346
133,16023,38.85438,-94.72608,4302032.73064575,350224.9486418414
134,16024,38.87044,-94.74208,4303841.43115977,348870.5217209457
135,16021,38.8758,-94.7235,4304405.677603235,350493.71803074016
136,16022,38.87633,-94.70066000000001,4304427.325073021,352476.21241223544
137,16026,38.86883,-94.69363000000001,4303583.640910036,353070.6225672761
138,16027,38.89755,-94.69955,4306780.513451712,352616.3725174711
139,16020,38.88875,-94.66794,4305753.296670716,355339.8780370727
140,16019,38.90636,-94.63997,4307663.655781617,357800.9891126859
141,16053,39.00213,-94.69355,4318377.164976187,353352.4447206303
142,16090,39.00722,-94.6988,4318950.533215915,352908.35442110803
143,16052,39.02197,-94.694416,4320580.433446425,353318.453313163
144,16054,39.03388,-94.68766,4321891.353332447,353927.8632324961
145,16051,39.04377,-94.65597,4322938.53965409,356690.87719455955
146,3000,39.0586837,-94.6260096,4324546.889825619,359313.424411183
147,2900,39.0718617,-94.605555,4325977.943751058,361109.14101987204
148,1010,39.1054396,-94.5594001,4329634.934302644,365166.0108630366
149,16032,38.81205,-94.81608000000001,4297486.449924228,342321.53654462495
150,16033,38.76725,-94.79733,4292482.406246558,343851.85600613826
151,16031,38.76716,-94.74855,4292390.274235933,348089.85696858505
152,16046,38.79263,-94.76072,4295237.173350853,347086.90420108463
153,16036,38.781888,-94.70847,4293958.950631759,351602.6775088473
154,16047,38.80363,-94.68102,4296327.633920812,354031.4929212587
155,16034,38.76744,-94.67413,4292300.384640854,354556.2803428462
156,16005,39.0283,-94.626,4321174.854520228,359253.9596770951
157,16050,39.038549,-94.670131,4322381.518611237,355454.65772146627
