id,radius_used_km,g1,d1_m,b1_deg,g2,d2_m,b2_deg,g3,d3_m,b3_deg,g4,d4_m,b4_deg,g5,d5_m,b5_deg,g6,d6_m,b6_deg,g7,d7_m,b7_deg
12290099,8,16065,3263.555809851383,63.84157609561561,16075,3656.9993561722977,133.02770091889022,16074,5214.870122435152,223.9430538867384,16058,5964.756888366317,97.1366701557144,16063,5148.428423805296,91.16818943101305,16070,7052.9493769375185,203.0245882291966,16061,7155.071242722424,130.73620948725772
12342625,8,16036,3771.206263970912,38.762729663145706,16031,1791.2257855486305,319.98735096594635,16034,5467.1795404832965,76.43826758233183,16033,5584.986143068977,285.19695345332025,16038,7939.727605160817,8.085219949046461,16046,4737.166633156841,332.94562430946587,16047,7150.661254012726,42.05640467856989
12342624,7,16036,2971.1759858082596,51.961667227737166,16031,1201.6647083465193,282.5996663375406,16046,3794.6844529533455,325.015897535952,16038,6839.36010980105,9.218323107459355,16034,5296.49840002071,88.1364507541843,16033,5422.3121775301515,273.7460187524673,16047,6354.384173007399,48.63294906026454
12367114,5,16042,2514.775667981197,147.52232234255666,16043,1639.8300938451112,190.08930872010166,16026,2520.5187474668232,280.7641252215998,16020,2648.4984468137263,355.5192173585551,16030,2753.9456023666125,246.7033199484831,16044,3329.326579561464,116.37921077084695,16027,4694.5492659085185,321.37523996780413
12367113,5,16019,4102.543666967726,32.992473188632175,16042,3494.310807150911,157.6259127321896,16026,2576.906878346816,255.64159003151053,16020,1547.381353150094,351.5583949085127,16027,3904.9874468373137,310.9209513026531,16045,4953.936045219447,112.07704265730354,16043,2741.5593508656125,186.44029845275534
12367112,5,16019,3214.797733386461,43.519261042117364,16042,4534.357173805668,163.20930775875001,16026,3064.6343517849896,235.2045846453896,16020,488.16679272252026,329.54859395727397,16027,3305.019562683411,295.9849619087267,16022,3240.070012485238,253.77804563256092,16043,3848.0307832625563,184.88620337692686
12367111,5,16019,2510.585766199806,60.88926157404677,16020,739.1275101220533,201.23103120551022,16027,3010.230391998531,276.45187496536124,16022,3723.594207023104,237.23968994458772,16029,4351.302053339264,22.675469273458873,16015,4947.566534151718,325.09913424711635,16026,3821.99304849075,221.58785162342625
12367110,5,16019,2176.0574369112396,87.06011393071589,16020,1821.6501273695617,189.09391266577776,16105,3898.1560709111855,297.8031768653077,16027,3108.687379640412,255.62973619686545,16029,3344.6037016062096,29.702057518123638,16098,3959.5324983888445,333.15064182505307,16022,4438.060489871982,225.24518702192805
12367109,5,16029,2429.6077671209405,42.35737468974645,16019,2373.076456103497,114.87437774630007,16020,2924.827876661838,186.0482984898167,16013,2887.3825820626043,350.5812933934836,16015,3409.2727373879975,302.626163549222,16027,3567.985019594047,238.17809024166377,16011,2703.143808268565,13.736357675335796
12367108,5,16011,1638.5230252370852,22.29469958972561,16019,2998.641483416157,134.66652186983686,16105,3511.6731015179707,263.4373155515889,16013,1807.1464689308807,344.1759182711184,16029,1756.0471705124255,67.01993372753304,16098,2251.41322546114,305.6781327367313,16020,4031.7426011263424,184.67278336847357
12367107,5,16011,725.696070152126,55.95867453616404,16029,1651.820018340604,104.88133800523826,16015,2936.728837697985,262.5365145683039,16013,811.5993021899972,320.7911165866935,16019,3849.196639811785,146.71607818509096,16096,4086.9039577431236,6.996573276041715,16098,1860.2498816081932,276.2741032545442
12367106,5,16010,2347.8378935766905,78.92702064231884,16011,912.4855380655907,140.44717401478874,16013,718.1472956343729,227.9570895034188,16006,3675.741713379494,334.03129546428755,16096,2985.117937279318,9.205563582155946,16017,4892.811970750104,258.77636699945606,16098,2077.5798540966975,244.13032633386968
12367105,5,16096,1892.9322644179972,13.979062936478726,16011,1898.0924849202354,162.81579578795936,16013,1684.314951470785,199.1889121696964,16006,2733.770669055801,323.4033405432803,16010,2376.990929646859,106.09253134832363,16095,4761.128658865013,68.45132228245001,16016,4946.143843599353,240.55319435529728
12367104,5,16096,848.284444522977,31.006902298895568,16010,2872.621115424093,128.002956824654,16013,2760.8421801969453,191.99745400847934,16006,1974.860663594934,303.3266654173634,16095,4454.132398070491,81.75279453349799,16011,2972.713007356418,169.52424246157693,16093,3337.5156651642637,25.17576817399987
12342607,6,16017,1289.3318835718899,88.03110785219542,16105,3030.6484185142763,122.40926172256002,16028,888.4007080266397,190.7542066186099,16062,5769.304533780507,348.179842102915,16016,1830.0438591586033,100.23491106525535,16015,3194.213830337772,98.90827682587394,16098,4219.386930538921,88.77604386063268
12342606,5,16017,1655.8143327728017,130.05300248135563,16028,1991.3948513289563,185.38537136223815,16062,4693.915012737486,345.15107695513404,16016,2286.226211525657,128.8778456156499,16015,3521.31621168444,117.10591395226754,16105,3730.1723857857924,137.13639179815425,16098,4319.379329629289,103.65475115600418
12342605,5,16006,4900.139889753954,64.86137676741362,16017,2507.049833063999,150.19023649826613,16028,3099.403329431086,183.8486180470705,16062,3639.3733181757198,340.3462662653694,16098,4687.755943708268,117.01772030453594,16016,3093.3525480718026,145.35226110353386,16015,4130.442082584474,131.08159210223442
12342604,5,16006,4520.568458307904,77.5858440086285,16017,3506.1548895351993,159.54726841258002,16062,2630.871894738823,331.75142046783577,16064,4548.987537125642,7.563384834823978,16016,4046.6123779324184,154.57194081603393,16028,4208.4689105508805,183.1215741134288,16059,4307.834556047811,329.5722249813441
12342603,5,16064,3448.3184102613686,9.642755932737657,16006,4395.898198752679,91.79892336998637,16062,1749.913311200538,313.64317802252367,16017,4556.885225522729,164.67927132799912,16053,4686.424827833712,51.093423029188955,16059,3411.305445641387,319.7780158017887,16090,4756.543395351782,42.3250309258093
12342602,6,16064,2356.4296247154625,13.659198215957304,16006,4547.145085435682,105.92722504021754,16062,1291.1929671335251,274.34907732044326,16090,3989.441299057617,52.892590579508806,16017,5630.4132651410955,167.8724885969508,16059,2679.7104135095965,303.9073913415331,16053,4062.929573533259,63.17436481120251
12367125,8,16035,4150.161685004215,45.35468829896109,16034,1592.514422126749,331.1624824583974,16031,7385.357294413112,281.5990944893036,16036,4814.105266815826,309.36819972550467,16047,5574.288036841578,346.58868154672535,16048,6461.554288724922,352.7827368718466,16040,6540.281832474986,28.291989088534706
12342601,5,16064,1295.7167466873,24.40214585295746,16006,4949.078063264681,118.44903319955654,16062,1654.220992325288,232.28685534139055,16059,2277.933241140418,279.7321221714676,16090,3416.257419310834,67.68661343629287,16053,3676.4724599547562,78.64755749377917,16052,4616.916446081118,50.65681504176155
12367124,8,16035,3444.3505865279053,58.36432616587797,16034,838.3347733452695,289.8933852924728,16047,4507.9893112147365,343.0652709211182,16036,4216.677466256337,297.45071566371735,16048,5365.487002970389,351.0796978947041,16040,5576.715952203352,33.52062337551047,16039,7195.529933828975,332.09475207815797
12342600,5,16064,518.9180240660338,82.23063782163354,16059,2379.372357486998,252.26603759609003,16062,2503.9992326554943,212.07733651189517,16090,3144.874532817327,86.5866846237194,16053,3604.129420786701,96.15017364030007,16052,3987.5057618337282,62.88946014113168,16060,4912.704032965866,263.05677425692295
12367123,7,16035,2994.5307879915304,76.54350324844637,16034,1154.7731968266007,224.43869247482397,16047,3469.183142357106,337.3981033082512,16036,3853.4583767255313,282.50025668952827,16040,4678.480382183758,40.83970786382412,16048,4276.586672130136,348.5060039193644,16039,6247.397889272785,327.16159723781396
12342599,5,16052,3598.435470850185,78.66391995774654,16064,1150.6323411720862,154.6304660370481,16059,2932.261740463332,231.27005779482045,16053,3863.5872251753194,112.77984044182915,16090,3251.7560213738066,106.48217805348713,16062,3502.554296204406,202.68734428275712,16054,4603.628378198037,63.998012714374454
12367122,6,16040,3891.0862522356474,51.35991538097488,16035,2921.445736891131,98.12550115372733,16034,2104.3293854219464,203.1920205339711,16047,2492.486990427435,327.10968228370473,16036,3792.352763404279,265.83078404498946,16048,3202.1749368586256,344.1908726494987,16039,5361.745653377686,320.53460236254006
12367121,5,16040,3294.98005604876,66.38516859524123,16035,3250.6083698712396,117.93268544355499,16034,3160.2089200155724,195.58269170884705,16047,1689.3072373566663,305.5922088871263,16048,2163.9443640740346,335.63912979607124,16036,4047.069935209769,249.98032126979908,16039,4575.0050672009065,311.4674182995538
12367120,5,16040,3006.196081539276,85.99144713708989,16035,3880.9864126015905,132.7108690961703,16047,1399.6594072024227,264.8114340014988,16048,1255.1487421724034,313.34395065177654,16034,4243.7799250195485,191.81793914188006,16042,4769.940820166681,17.97149446194919,16039,3946.778087352213,299.1051329774724
12342623,6,16036,2428.5478993673646,72.728720960288,16031,1464.107999187556,234.62306696999246,16046,2970.2891749104,312.3054163457208,16038,5742.689398790877,10.7849793770921,16034,5355.351071929827,100.0824920027581,16033,5484.069029718325,262.08141154247835,16047,5664.6692399154335,56.945590991166796
12342622,6,16038,4652.331781313332,13.08839138839852,16036,2330.640099176766,99.60186819937172,16031,2303.76743633203,211.82480996225354,16046,2389.5026393488424,291.8538665245727,16047,5124.72502816395,67.27251034060953,16033,5763.047252037455,251.11528015664032,16039,4832.406462664546,33.57299921513078
12342621,5,16038,3574.071520130311,16.79094476612198,16036,2725.8051949611067,123.35043673650614,16046,2249.6571825956044,264.37995204018495,16031,3306.842402463192,201.94629921548525,16047,4785.519551270142,79.52365298194871,16039,3941.457661976049,42.272609056399574,16037,3993.0732760267097,351.77803411542124
12342620,5,16038,2523.4663297251145,23.628452709441206,16036,3448.5140383763546,139.14432449889011,16046,2622.276417589499,239.52057277876875,16037,2903.267220854239,348.2322495936156,16039,3190.9419421191824,55.514379196517325,16031,4362.019160640582,196.74776617563737,16047,4690.806113060831,92.9282798164366
12342619,5,16038,1557.526361550587,39.48275670496588,16036,4338.04111501132,148.99166737310048,16046,3340.039442615589,223.07216287138567,16037,1837.7733320515579,340.50944923347834,16039,2700.5981296362834,75.04483830676799,16047,4854.916329715931,106.13782769344692,16023,4439.20000969265,11.131893630889351
12342618,6,16038,973.661895115457,84.55817747127452,16047,5253.652179344427,117.9106718869051,16046,4230.787059883642,212.96444480829967,16037,888.8178016280906,314.47247661667683,16023,3351.8202640134627,14.442910460744656,16036,5311.222175522532,155.36720122425731,16030,4862.397459990118,48.26408084693054
12342617,5,16023,2286.2692156187886,20.88170635247809,16038,1390.7845921476007,137.0178572395348,16037,816.5362541154348,233.3761356190729,16030,4187.779867702526,59.47391516017228,16039,2984.5957281202077,120.67513069052399,16024,3981.525762842773,352.2122769046607,16021,4637.4465008959505,13.513927893217101
12342616,5,16023,1297.4946495687732,37.721300503824295,16038,2320.494206569129,156.45103210546438,16037,1734.2508572180222,202.956342424167,16024,2889.9077381384377,348.81469505218314,16030,3727.7611646327523,74.1630058451376,16021,3561.4740414390335,17.359172318452238,16039,3662.1438397665643,135.95754603554394
12342615,5,16021,2515.238291266537,24.46157122171263,16023,777.2435327024234,96.16564394192966,16037,2795.1194852036483,194.450338888566,16024,1820.6432872690175,341.367848687667,16038,3361.437837993605,164.36338232586104,16007,4699.99159589044,290.4124883423359,16025,3208.176145253813,349.9718773892739
12342614,5,16021,1559.7759776348892,40.85998320431554,16023,1410.2781522506323,147.79269381713698,16037,3883.547896653943,190.66310755737368,16024,861.4436961224783,315.5953072259512,16026,3615.0639486282034,84.32244007088138,16007,4457.507203705838,276.82156457850186,16025,2129.7909373466287,344.2045770658335
12342613,5,16021,1001.7693219883294,86.00000025428494,16023,2416.161283868358,162.40036694536104,16024,795.9953708230837,231.6058968271888,16025,1115.2576582124943,327.4021763244174,16030,4213.9180322767315,123.27611687800311,16027,3965.276324403247,51.9367508040375,16007,4484.75590727114,262.5648799878516
12342612,5,16027,3376.0156576798367,66.70829604181165,16021,1427.7106836642856,136.75081975301418,16025,644.8076543402502,254.69306955050934,16014,2461.175603294509,295.5156626271147,16024,1728.9662391572542,201.9030297965627,16028,4676.600493989597,359.26244813611476,16105,4743.5257667264905,34.169554388192296
12342611,5,16027,3087.9939801400556,85.81932796158725,16021,2353.15984990199,155.99982958837154,16025,1432.4640828728259,206.67338878066877,16028,3567.3410292374638,358.694041978297,16014,2242.7857647825904,268.7320645919007,16022,3629.0526218338937,125.90179386172622,16105,3861.274057421523,43.19679258694748
12342610,5,16105,3127.619680579559,56.96348182775813,16027,3184.0389047614663,106.13183326360513,16025,2480.391313792469,195.53100214313972,16028,2458.7478903253013,357.61276461415395,16014,2543.0321184706413,242.8756235855883,16021,3391.248197640704,163.97788843409,16016,3535.676686684352,31.8216589329798
12342609,5,16017,2626.088254060059,30.448693650981966,16027,3633.825066760697,123.2892360565018,16014,3219.9643737478377,225.19163826211718,16028,1352.4650832346751,354.7595166113998,16105,2668.0988317155807,77.10793575437543,16025,3566.0835922970723,191.07894796159587,16016,2643.1349409774657,44.21406217571723
12342608,5,16017,1745.638436205707,48.61349389426664,16105,2630.5301733363535,101.27930914154888,16014,4090.6692285289737,214.3064760099414,16028,277.6616156167541,328.60388466860644,16027,4328.447937419332,135.82233022651246,16016,1983.81162785348,66.70164883209651,16015,3235.82169922913,79.04062358242095
12307599,6,16063,818.3723183384467,91.1524412595299,16075,2921.40843526688,214.5260323662227,16065,2071.739639241285,317.49223437996324,16061,4709.190495903443,166.5867565564929,16058,1718.1324343936449,112.32096879466707,16060,4201.28078166447,116.48409220292262,16057,5581.255239331557,163.0072691844773
12307598,7,16063,1379.0819762859653,144.7555922860862,16075,3896.5903187775316,205.51072800990832,16065,1482.2311905536437,286.3568037595727,16058,2358.2762757959354,138.35818844466178,16060,4782.604674741339,128.5942154986522,16061,5790.294096580207,169.35081651687779,16057,6645.094714574243,165.9898352790018
12307609,6,16055,2875.3660352357615,62.870212876064784,16067,5560.902016506689,163.35147004196574,16071,4054.4663102268073,267.5886724517359,16066,3234.975900434878,339.63125389039504,16068,5217.401955678913,229.39627887623573,16069,4617.903623420668,267.8761055118862,16073,4967.502246451316,249.18839949870164
12307608,6,16055,2544.649125821959,85.46112018137694,16071,4269.718636980885,252.54963597784644,16066,2239.6614585194516,329.1552267688323,16057,4998.792274648111,21.503910369390496,16069,4810.744378335168,254.55755256547968,16073,5480.257564939151,238.36103416764954,16061,5560.2784355522,13.453796213823068
12307607,7,16057,3976.816196725414,27.074433495587016,16055,2673.408155550237,109.86519159178465,16071,4742.017442283038,239.7316142031005,16066,1425.3036234473734,304.781601877216,16075,6638.128607432768,347.1449768608328,16061,4481.9607567373,16.47830573787138,16069,5236.976853397952,242.83732176362625
12307606,6,16057,3017.710430838778,36.32749342367657,16055,3206.767510502945,129.00418514910677,16066,1229.3502485981471,256.0312631548077,16075,5567.584800096415,344.37866663407755,16061,3423.9768020056927,21.3935557321916,16071,5404.3876300820575,229.63690600784665,16069,5845.771222524653,233.21417469823353
12307605,7,16057,2205.0994992810574,53.18467577674312,16055,3985.47253503827,141.70889277421418,16066,1858.9056836752854,220.82851952280186,16075,4516.154326545521,340.31066667372727,16058,6248.841420956723,16.011399374055884,16070,6958.254052117482,272.11155909045306,16061,2413.2225505008987,30.55005021070565
12307604,6,16061,1545.3355910888238,51.19545515232278,16055,4893.773963308401,149.99482444467782,16066,2804.3158504904195,206.19049884524483,16075,3501.1014896435636,333.83313809788683,16058,5183.725025057112,19.159016203167766,16057,1755.7738427509526,83.0795470649,16060,5338.935846398904,46.492542998123156
12307603,5,16058,4142.26725502834,23.910372000916595,16061,1190.3303011363294,96.8231084313357,16066,3838.9171949393385,199.16167417790112,16075,2565.9691684530244,322.3806113163214,16060,4626.527070798336,56.318501883360454,16057,1940.9848668666743,117.56733846043585,16063,4515.041712781829,11.597768176549835
12307602,5,16058,3148.0390384846,31.74960484283605,16061,1705.9095938084745,137.17858241917895,16066,4906.611449171932,195.1512742114766,16075,1837.1500615997008,300.14627769573684,16060,4095.0764930857868,69.17391674109717,16057,2629.92723398081,139.778701751188,16063,3429.2853637156595,14.961462048730937
12307601,5,16058,2264.140569235926,46.19946224468214,16061,2620.648410888409,154.28316856634672,16075,1621.878977528912,263.37224081948017,16065,3984.4310530249772,340.1171672706724,16060,3820.856484088085,84.80286045791922,16063,2366.180638115423,21.38960211608685,16057,3539.7794918292057,151.74201636840064
12307600,5,16063,1379.1489557326054,37.55319145556348,16061,3645.532874052977,162.19400970993445,16075,2085.7428010806807,231.54843551539258,16065,2975.1755671602177,332.419867610951,16058,1675.3919709491634,74.16025113462655,16060,3859.098749614309,101.41434418370477,16057,4539.603407215192,158.63917999103137
12356607,5,16098,767.1548751774941,78.31540256105995,16015,530.4729113872653,215.95716773419107,16017,2181.348129730697,272.87832818669676,16006,4482.020679085657,13.037668498591302,16016,1686.3960524423467,261.13342858217385,16105,1804.4991438537434,210.2319401571186,16013,2166.6474521864857,74.44721201962295
12356606,5,16006,3403.966795215027,16.916266345409156,16098,1201.9761202063737,142.56608241526402,16015,1574.6217761412452,192.17645739005007,16013,2133.2685839502724,104.35412278243973,16016,2172.9584819640095,230.92374894424964,16017,2416.0246923811733,245.54282518021267,16105,2826.0124646347,199.19630849566155
12356605,5,16006,2355.7650693472606,24.3103711861757,16098,2182.9205481337403,161.01994370394823,16016,3010.6086052655605,214.55318746234775,16013,2621.3489991709735,128.6913911142683,16096,3541.8849957732896,59.663362639445836,16010,4934.368619993778,98.23555258832272,16015,2672.3871501733283,187.5854947834942
12356604,5,16006,1405.8587661914607,42.46603650219896,16098,3248.0340710463797,167.74709955406672,16017,3922.7012094247543,214.83191249078487,16090,4697.982448445973,357.04959934709166,16096,3111.2788904629792,77.39200689336764,16011,4322.683029077886,133.41903172836294,16013,3414.129538046697,143.61317990365978
12356603,5,16053,3014.0564871131082,3.4546766637149062,16006,931.3600352825944,94.47922287125124,16015,4884.536998612775,184.62753069163733,16064,4510.378287164662,320.1922184258547,16013,4348.019869070468,152.54411075602377,16062,4899.7971075679525,285.05844646202456,16096,3046.1990560907334,98.12785944060948
12381112,5,16045,3110.5190984756127,159.2725343219746,16042,4792.683985654384,206.78385378840318,16019,2703.1830149143248,332.31631292487594,16020,3748.281782830513,277.40951645078655,16044,3674.3274115723148,188.25278492150218,2800,4444.12633577962,130.59187283271058,16049,4825.984549499284,168.34366870891824
12381111,6,1720,5500.782306911748,19.537454073462584,16045,4161.8472638794165,164.94364892770432,16020,3788.8887486380727,260.48376728180233,16019,1809.913999264641,315.18613673350904,2320,5760.281608391966,55.37458104708554,16042,5812.3682535925045,202.02257152474135,16008,4053.2276788363515,355.2265257109063
12381110,6,1720,4462.227001863361,24.06841342663182,16045,5237.428111011109,168.30822237503298,16020,4138.333743781872,245.19450864561543,16019,1307.0645179300377,277.65743873397116,16008,2951.0633799574553,353.05042694768275,2320,5192.366785824213,65.37847461224561,16013,5616.050441725484,315.7211049853979
12381109,5,1720,3468.1903079021226,31.266194819050042,16019,1614.031444273527,234.5719319603687,16008,1858.2057646499986,348.2993521754854,16011,3900.6548533553073,313.5681119460119,2320,4817.104270310139,77.36771816814036,16029,2608.6565179936542,315.41591894100736,16010,3998.0892053374287,343.9828472084555
12381108,5,1720,2570.8443675099375,43.82689169292769,2320,4681.059552746846,90.68940859434292,16019,2442.5069941145134,213.13095190596724,16008,813.0975187069037,330.80460766772023,16029,1996.4228676018013,292.00855929058895,16010,2954.792716509373,337.6635646094148,16011,3254.508472984576,299.01585734442955
12381107,5,1720,1911.5889345631872,67.06548889266355,2320,4804.597796550143,104.04643906317943,16008,577.3941391498348,226.15183228141345,16010,1985.1799331076168,324.85598853948176,16011,2903.897048871084,279.29063518708267,2790,3622.5087621324155,31.9942329668512,16029,1905.3581291015144,259.0587148206995
12381106,5,2790,2731.2094057741765,44.06660400775394,1720,1778.5248605602853,101.8390734222831,16008,1571.5311329947672,196.11454599059627,16010,1270.8845688983004,293.83171433828437,16029,2395.6537763009774,232.1053951170003,16011,2955.9259933626995,257.47613232678873,16095,3081.7402908909767,18.58098456295687
12381105,5,16095,2051.008708023517,27.9777875429171,1720,2266.316003408771,130.59414844294997,16010,1324.1740242623735,243.23623384282135,16096,3558.283187422246,302.2633991494039,2790,2064.09532155348,65.60066759715284,16008,2658.969366787501,189.87440711229618,5600,4584.520155471425,344.9803423859654
12381104,5,16095,1174.826174339364,53.33629651244456,2790,1877.6410620839913,97.87107343013054,16010,2087.059973339143,215.1685600498935,16096,3129.9411266192697,284.61315621603285,1720,3094.0745126328547,146.64713597358923,5600,3531.1137346905853,339.9971531830645,16093,3700.1393166712223,326.4318906586288
12356623,6,16047,3401.9839483016463,21.97278298998441,16034,1998.1871618425932,115.88622876921471,16031,4733.848294610428,260.4855221691609,16036,1397.9316595305168,304.2214191016138,16039,5259.608932324367,351.45415454601795,16035,5556.554283668296,83.29284221425667,16048,4498.961839797735,22.946668352584084
12356622,6,16047,2398.0751608506002,31.481710652896936,16034,2662.162728759381,138.12178241079766,16036,1220.1673060094772,254.62116974823158,16039,4169.330162999163,348.90751855876465,16035,5517.233092666654,94.79090925845787,16048,3493.5713059162954,29.747962002778195,16031,5056.6965445303795,248.02452744460868
12356621,6,16047,1546.6302413006888,52.78941857656008,16034,3556.0524553555415,150.39872547934442,16036,1867.4754649588951,219.86639125775986,16039,3093.0865177096257,344.5743242499745,16035,5698.107398391123,105.99961169666739,16046,5714.930361177648,268.4444145914981,16048,2575.547800312624,41.686705041116966
12356620,5,16048,1877.7347452260858,64.32285258189535,16047,1223.6865586380618,98.19650613015625,16036,2819.6088604187266,205.5845909817483,16039,2053.0730241226797,335.7479636742474,16034,4546.202819790897,157.55158984347838,16037,4998.221631162547,305.56958759389033,16038,3422.3322890302643,313.9937499591323
12356619,5,16030,4415.384557073704,2.2907859235367027,16048,1697.7563155348053,100.04611711394216,16036,3857.0725848499787,198.72484086996792,16039,1151.9982838350243,311.4181825162815,16047,1751.230333347823,137.1667373890457,16038,2787.412244533449,297.04256621915226,16037,4464.125753993105,293.746219502945
12356618,5,16030,3305.7526593955677,2.703097160736661,16048,2168.6227900886465,130.4142905191793,16039,950.3525381899707,248.54069961482273,16037,4163.979119414201,279.50845413953306,16023,4232.552660803668,321.47056534867346,16042,4630.178497911907,60.64543981733584,16036,4926.248180943872,194.80492345989174
12356617,5,16030,2196.462902492158,3.531842192161946,16048,2997.9234153719026,147.0510065118831,16039,1715.6137899881812,211.83972769628346,16023,3450.5030605451493,309.6400858191848,16038,2697.5120224649045,249.3281834082332,16043,2903.63902622985,54.96325793747019,16047,3687.5221458500705,161.83788477345092
12356616,5,16030,1088.5673293345917,6.049059884242752,16048,3966.8940796524216,156.05579883027178,16039,2729.0280993863703,199.82754122176487,16023,2891.633917150231,292.17711911506467,16043,2421.8272059940205,76.69858600528323,16038,3275.086370925947,230.97821396513447,16021,4219.652411267371,325.18788471044275
12356615,5,16026,1539.699301016278,5.49195772289562,16030,97.98685964026886,106.16531990778128,16023,2698.3773229777503,269.61187698233516,16021,3383.3646449966845,314.1033362052085,16039,3796.837256620089,194.4315505240754,16048,4994.902246010888,161.44622641786157,16037,4935.01549949558,237.63875961115204
12356614,5,16026,441.4325673277391,16.686883340480392,16030,1139.4424952306997,176.30116805619093,16023,2943.648060123238,247.4666697257482,16022,1350.1088801042674,339.733672099464,16021,2748.265954784825,296.9343433782088,16043,2850.568035338017,125.67407460644586,16020,3530.142936404883,42.744370878053076
12356613,5,16020,2800.1691813188722,58.02786236216372,16026,695.0992004101774,171.21637737189826,16023,3537.376148808892,230.75542433784167,16022,512.8063533103166,287.79701265483413,16027,2533.9501629133006,352.1039163473264,16043,3598.9062351303373,140.3790643121837,16030,2247.4817669927447,178.65132556600292
12356612,5,16020,2384.131150038416,81.00106045076893,16026,1798.7736477535786,177.274612673771,16022,1080.403944225615,208.0998249824074,16027,1447.8702478018859,345.2463378724637,16021,2675.2554887281967,248.63303412313718,16030,3356.8063455762144,179.4489482148382,16105,4070.3921008410393,348.58724828680243
12356611,5,16098,4669.599458398622,10.28555348306105,16020,2447.7179131171306,107.52047083901067,16022,2129.721368185166,194.39607031218367,16027,485.67657036000577,306.71284185537024,16021,3264.235428719495,230.3135154709807,16016,4469.273772536972,339.24587384702886,16019,4936.7754208605875,76.24904100973083
12356610,5,16098,3578.3792969589654,13.134672356027977,16020,2960.183188772688,128.5968918902725,16027,916.2837968326037,206.57812568005468,16105,1962.3675270302595,334.44009536353377,16025,4741.6877556393265,240.64319854410996,16019,4775.079742738282,89.23580579807407,16015,2910.7226038896133,355.08098736200895
12356609,5,16098,2503.710176022896,18.45384055950285,16020,3741.4139133165017,142.20431258057658,16027,1976.7203116210562,192.5816127041387,16105,1090.1831187325029,307.2923572800835,16011,4142.760053970687,51.518049800814254,16019,4867.7638410420095,102.40999792862664,16015,1810.4833115368972,351.4165296036407
12356608,5,16098,1482.0492573301542,31.387856897016263,16020,4658.091433832716,150.80296503804834,16105,995.1241806906522,243.1614765619275,16015,739.9623313419149,336.8552018600227,16016,1852.1072527820334,297.3139814980226,16027,3072.366425777081,188.44525352000207,16011,3541.0175171796427,65.50582623839614
