id,Latitude,Longitude,radius_used_km,g1,d1_m,b1_deg,g2,d2_m,b2_deg,g3,d3_m,b3_deg,g4,d4_m,b4_deg,g5,d5_m,b5_deg,g6,d6_m,b6_deg,g7,d7_m,b7_deg,g8,d8_m,b8_deg,g9,d9_m,b9_deg,g10,d10_m,b10_deg
11.0,38.8447,-94.82363,8,16018,2567.159333730146,63.578612946498765,16067,2611.8641393628177,15.811423096862029,16086,2718.8277734655608,319.2449429518474,16032,3688.9567381727343,169.7857418588735,16085,6942.598726707009,249.4898506813619,16007,4225.562293233307,50.23733130678886,16068,6519.049954069729,311.70382158837816,16037,7207.182774734871,102.62970973935484,16024,7619.304653658674,67.91017739804295,16014,7733.734200542784,44.646149820442076
12.0,38.8447,-94.819463,8,16018,2249.709301145662,59.48825981221802,16067,2537.396271343351,7.9488766989492206,16086,2967.034127678112,313.9609848528102,16032,3642.327368567997,175.3841306147998,16085,7281.702803459151,250.4873612729503,16007,3954.889942370053,46.89414516568803,16068,6792.719329393673,309.680865300559,16037,6855.491250497377,103.2918736599475,16024,7286.176067771173,66.84559910511217,16014,7484.533712535697,42.68293315841993
13.0,38.8447,-94.815296,8,16018,1947.4360893910211,54.092442591614144,16067,2513.0282008556837,359.77497435760205,16086,3236.504108573772,309.5242582467446,16032,3631.154513523187,181.0719074169957,16037,6504.810297502695,104.02539892202424,16085,7622.811982195734,251.39596889915146,16007,3699.63664713702,43.07485735698418,16024,6955.810069891344,65.67933563370798,16068,7074.205590106181,307.8168237338846,16014,7244.731326224379,40.58705822931569
14.0,38.8447,-94.811129,8,16018,1668.608161072919,46.808188981679905,16067,2540.2021541903005,351.6101639551619,16086,3522.360919655992,305.7883086948242,16032,3655.7632773555047,186.7387164084946,16037,6155.312641996287,104.8422207908219,16085,7965.66867648439,252.22666613821087,16007,3463.2134343404005,38.71216957363822,16024,6628.619730273198,64.3972311497962,16014,7015.290869042581,38.35083664718263,16046,7252.3048481986725,142.95768035502056
15.0,38.8447,-94.806962,8,16018,1427.0352345251615,36.84368671887546,16067,2617.3132359562155,343.77281556569216,16032,3715.44274298355,192.2765920177453,16037,5807.211933238445,105.75701526736259,16007,3249.7326617226113,33.74388904465616,16086,3820.9284632516046,302.62462049039647,16024,6305.099452057934,62.982647932849545,16014,6797.261718163215,35.96723411416724,16046,7040.810840106414,145.30504885212537,16025,7070.194761275201,52.533375937100175
16.0,38.8447,-94.802795,7,16018,1244.6029165748125,23.429092512486704,16067,2740.148811715105,336.5106558506702,16032,3808.5446051148547,197.59171340713917,16037,5460.775326419018,106.78800493471107,16007,3063.9935650110665,28.12613861884597,16086,4129.450624375661,299.9266072567082,16024,5985.844339140488,61.41598664698961,16014,6591.77629013934,33.430306393717274,16023,6730.0184783636105,80.77279268959927,16025,6787.307576334677,50.68259768654764
17.0,38.8447,-94.798628,7,16018,1149.8146695550347,6.69469003188965,16032,3932.6958739380343,202.61250925200824,16086,4445.855469629478,297.60824557735583,16037,5116.340871469251,107.9580531636235,16024,5671.57470134719,59.67412923369693,16067,2902.91022742401,329.96639616453194,16007,2911.3106800068795,21.85272170155247,16023,6374.069912403254,80.25531251046277,16014,6400.042919004774,30.735730114457965,16025,6512.124137050534,48.673038330755844
18.0,38.8447,-94.794461,7,16018,1164.2772969453924,348.76784550188955,16032,4085.0666160545625,207.29274609712724,16086,4768.574158871091,295.60092227828864,16037,4774.341911454405,109.2961663804154,16024,5363.167024214087,57.72981222504296,16007,2797.1024832585235,14.977826280047282,16067,3099.3136994520055,324.1834307397744,16023,6018.705703965509,79.67651818353335,16014,6223.332787823006,27.88141933284811,16025,6245.662806441611,46.48900867175638
19.0,38.8447,-94.790294,7,16018,1284.3052477706399,332.77202049920413,16032,4262.6317303697215,211.61010918968935,16037,4435.341869107764,110.83957812915793,16024,5061.6929252435275,55.5509604811017,16046,6331.506156051602,156.12030149699024,16007,2726.2086946471272,7.633564303155879,16067,3323.4001211524496,319.13435505901384,16086,5096.407402124718,293.85008468400684,16023,5664.035843503513,79.0250003659499,16025,5989.087867870403,44.114025085544995
20.0,38.8447,-94.786127,6,16018,1484.5096192079104,320.2908950830388,16037,4100.084675311301,112.63666562527163,16032,4462.384661508618,215.56192070510753,16024,4768.467659429419,53.10005335880129,16007,2702.0408048534546,0.029372513953489943,16067,3569.9603160943725,314.7524993790576,16023,5310.199460797309,78.28637572993432,16086,5428.428644594128,292.31228440927856,16025,5743.7243644518,41.531244539467934,16038,5780.4486402433,111.06707204699325
21.0,38.8447,-94.78196,6,16018,1737.3911888903474,311.0984190982455,16037,3769.5691053526,114.75105293177387,16024,4485.109383764224,50.33367026324015,16032,4681.486094127109,219.15979108598938,16007,2725.8419424272474,352.4241513781969,16067,3834.661690905537,310.95595863916225,16023,4957.3750301882055,77.44226861759694,16038,5445.238727934908,112.43485313012047,16025,5511.069964621874,38.7241535104971,16086,5763.914201687108,290.9527606328193
