,station1,station2,distance_km,correlation
9185,16065,16025,18.69369011495857,0.488302487764528
9186,16065,16023,22.176858101645163,0.3316165382877064
9187,16065,16024,19.94543649070904,0.4760510453965695
9188,16065,16021,20.25915927238013,0.2955366484517323
9189,16065,16022,21.36096191939468,0.3554533875334928
9190,16065,16026,22.392691515987597,0.7853480150782732
9191,16065,16027,19.61477194410068,0.18727377263126632
9192,16065,16020,22.22109355115575,-0.538347897807783
9193,16065,16019,22.800794978022797,0.6728162120596896
9194,16065,16053,13.989583327536439,0.44094372763521206
9195,16065,16090,13.434117397752859,0.4403444937098048
9196,16065,16052,13.622322682209068,0.5205648155277566
9197,16065,16054,14.199357205457153,0.35683905443544506
9198,16065,16051,17.01385067311403,0.505163848795996
9199,16065,3000,19.80624360673008,-0.46358632497276536
9200,16065,2900,21.826685488597953,-0.12792613171223516
9201,16065,1010,26.681854040177413,-0.3947710169758614
9202,16065,16032,24.222583200816572,0.8045338018260907
9203,16065,16033,29.37811559420389,0.7916124308758823
9204,16065,16031,30.35327654662612,0.855645928796911
9205,16065,16036,30.054826002098068,0.4116116889158668
9206,16065,16047,29.011382434018053,0.4838871237925528
9207,16065,16034,32.80974186603055,0.5656567852613003
9208,16064,16062,2.86433132234398,0.9813195710383247
9209,16064,16059,2.8918568249662076,0.9049332534776341
9210,16064,16060,5.431573269086208,0.9364178192269275
9211,16064,16058,7.582313569621959,0.8974283931716661
9212,16064,16063,8.417990230960296,0.8499742021573922
9213,16064,3700,30.356141643208396,-0.17119138761170935
9214,16064,2620,40.177455250815605,-0.9141991621327547
9215,16064,2600,35.08259918075397,-0.7525230626336257
9216,16064,2650,24.938569349521323,0.8900066737509228
9217,16064,3980,34.12365392635374,-0.860041101461873
9218,16064,2630,36.291102292413726,-0.996615895540124
9219,16064,2640,24.366058824612352,-0.9284420617381905
9220,16064,16030,17.030623425834666,0.6479166347377624
9221,16064,16043,18.035149050959983,0.7708906691953864
9222,16064,16042,19.028445581085613,0.8086380522594987
9223,16064,16044,19.074421991441838,0.9687309228940282
9224,16064,16045,19.205643064897895,0.7565722439483421
9225,16064,3820,25.948564960501447,-0.46259546605797086
9226,16064,3800,25.335630519228168,-0.20689727957574983
9227,16064,4150,26.585680987065285,0.38356166012721754
9228,16064,3740,30.861567837481882,-0.34955243384231477
9229,16064,3900,22.458990205049567,-0.2577395969617825
9230,16064,3680,29.55748901708114,-0.4492518698068123
